p1,p2,p3,p4
14.4890532136,0.9961216724,11.39904944,1.15427467713
7.37077951777,1.09386127476,10.3673473707,0.968103114872
9.95644177335,2.16507531677,14.1684411062,0.604179849902
22.2055118968,1.62726966482,11.242373343,0.757396912617
31.9627785294,3.26011117276,13.5655234907,0.440307369138
5.68985073793,1.40670392753,9.60214587437,0.471768090801
18.3988086942,1.97687536154,15.8336185205,0.841406427146
14.5300559685,1.13278557082,10.6370333577,1.07408586366
8.26739564152,1.12103697249,9.52860337575,0.830855108002
9.83802772686,1.00936804361,8.42009122191,0.87690389555
24.6367243787,1.849159105,10.5558419108,0.604753616719
20.0977380045,2.30121491536,13.2881181655,0.500233318402
21.138179988,1.49306601553,11.4521034398,0.922966758699
6.90926987553,2.63147323101,13.0004115703,0.46182442176
11.8897935219,1.99921695352,16.7550767955,0.771623758807
4.94327833005,1.93264545197,19.5593041361,0.797170507194
23.9523702715,2.71973584068,14.8063018577,0.610084225345
28.3150393338,2.72949936343,11.2827116414,0.356366155318
7.23442347567,0.83480083791,9.81659307323,1.23848886664
20.7828299058,2.00355287278,7.56923291296,0.229113630994
8.23603767573,1.80151230726,10.4200081415,0.413486273624
6.98540766757,0.885089010802,8.34313887556,0.953107410467
13.9550478711,0.568529595761,11.7284409669,2.1010904275
20.9608164395,2.38122648061,10.8181833881,0.360740350629
10.0137860106,1.09626012138,9.30487251591,0.784096287832
8.33718074081,0.618587640822,10.1815987189,1.64477667312
10.673768596,1.46272514866,9.38820819898,0.626597371738
20.4257163632,3.92889470727,14.9829842807,0.296710733826
19.1684044905,2.75429933361,10.4465788309,0.266302901333
19.903284548,0.889134195857,8.70472199361,0.98340721671
19.8395932567,1.92579594836,9.70527742472,0.464471394943
11.1291526069,1.18280690367,11.6585790436,0.931873178939
6.66394310074,1.76208921658,11.3252277147,0.537739684063
21.6601657388,1.78592681008,10.5000313805,0.458216326814
9.32459608099,2.96935965152,11.1373025374,0.219903095789
11.2106044435,0.49706155183,9.44994841951,1.58190158572
15.997275229,1.4372297596,13.2598073764,1.13028000523
13.1418122818,1.62473990996,17.1854765364,1.20432950808
15.1592307479,1.50087772101,8.96654315204,0.488435978103
20.5855855224,2.23533327036,8.94794422,0.35320809501
29.4082979291,4.77587368505,18.8009335049,0.362863977734
21.034532792,1.25971481388,10.3317467657,0.884684122525
24.5770098609,1.25287023706,9.48657784237,0.60904359964
6.28842243208,1.21902332327,15.1465492923,1.02871791472
28.9045208677,3.10138526183,10.1122283961,0.226016865572
13.3357879645,2.15619815602,13.1074432909,0.482903631754
11.5614634918,0.506480193705,8.05077570826,1.24639749434
18.2663011409,1.57589177214,10.8287023119,0.622543629575
20.4288790434,1.78355849522,12.7471518082,0.668467801636
13.6910885429,1.30988451109,12.0227126248,1.32892657507
11.1668651852,1.85322733879,17.8994171155,1.13975031136
17.7259900339,3.27686942244,17.9328270518,0.450126175196
20.1452670343,0.881878733059,8.48420538809,0.89661402925
21.9487002589,1.04122432518,10.0653530289,0.852811612328
18.7536851832,1.50362066539,10.1190311572,0.52211557666
13.37647954,1.46367824852,12.3295518464,0.679755937357
11.0727843714,0.911958533126,8.34550568353,0.762178526448
8.65211565035,0.890902324904,7.20963611445,0.762039018906
8.61727474445,1.51815420491,10.4302269043,0.521162940037
16.5702484159,1.48915539417,11.3662440541,0.667342439657
7.23485216481,1.22998528782,16.9973631116,1.26806046364
7.45006957622,0.746366946357,11.6026526651,1.30568381474
21.8455495747,2.0238981649,12.594158447,0.609913770671
7.9758844505,1.83108575204,13.3858852844,0.87570878941
21.3141939542,2.17004094091,14.7989638553,0.596862647879
10.1641949213,1.46534268975,13.1849202958,1.00844776628
22.4186018992,1.6042300633,12.3581864296,0.615564040929
15.4729101435,2.02048344873,12.4434613428,0.548145010838
13.6013299237,1.18930282844,11.0240155795,0.840520613055
44.8680500513,4.83229919012,12.8109657073,0.268983064041
13.9774330956,2.28672313189,8.37035798486,0.226638683318
6.28374891944,2.63473777675,16.1769875603,0.596610677773
26.4769811796,1.25051487915,9.63229769525,0.742216696
15.2758178247,1.08375358441,11.4218016007,0.911531074923
5.56845771755,0.726720897734,10.2181174113,1.24810554023
16.9106619322,2.27332681985,7.84111612501,0.243673489137
6.93687831618,1.18293022841,18.6954369499,1.42717401756
26.4514560338,4.32368593714,14.2545363105,0.244498958702
14.1110715262,2.07650950793,15.1998221552,0.543297274309
14.8345403418,3.21674094881,11.5359797203,0.263336658845
23.9127910299,0.824783307587,9.7654986926,1.44330340633
14.2625389156,2.09759485562,10.9044990451,0.424930740491
15.7587919185,1.7417837459,12.6363753724,0.687534081387
10.2253059589,1.05460644667,9.95130596322,1.01216624197
6.28907631723,1.63963793381,16.3138517888,0.902882413252
14.1473333594,1.85704760661,12.0226164313,0.721588249328
9.19594920179,2.31643059997,12.4523957301,0.492074221318
6.94516950508,1.03791853279,15.8931959402,2.04365243366
6.8295424855,1.15626213599,13.5099233811,1.09234161194
8.09849058363,1.62069288738,9.34316910479,0.531963321735
21.3342209765,1.55712907986,11.48478068,0.658627097038
14.2428828746,2.62910906432,11.1806610328,0.36051839431
8.65708962552,2.396718258,12.8969858803,0.401197876781
7.40487498584,0.700011057972,11.0105881544,1.39608065834
7.66843959848,0.736273166465,6.71957373307,0.8095094857
12.4576219312,0.908142276022,10.6883757268,1.16835755141
13.5467682146,2.87405715368,11.6170611293,0.241562561973
20.1913701034,1.00372730517,7.69439589113,0.642000865071
5.29787093186,1.29305730476,10.9761246816,0.791335003562
10.4171987195,0.527028531686,6.71078523465,1.03503769145
